ID,Nome,Endereco,Telefone,Data_de_cadastro,CNPJ,Porte
5218,Bernardo Boaz Munhoz Marques,MA,76311-8825,10/7/2020,13.560.558/0262-31,ME
5219,Daniel Breda Ferraz Oliveria,MG,76096-9034,15/12/2022,03.170.502/9985-17,Medio Porte
5220,João Boaz Fernandes Matos,PI,00152-6418,8/9/2018,48.667.168/9059-62,EPP
5221,Carol Ferraz Leme Marques,AL,92066-4830,18/11/2025,38.623.105/3432-30,MEI
5222,Juan Rodrigues Matos Lobato,SC,78192-5773,15/8/2018,21.743.644/3898-14,EPP
5223,David Diones Marques Diones,AC,19910-9624,24/7/2021,38.635.550/1255-57,ME
5224,Daniel Oliveria Mendonça Nascimento,SE,67008-0596,20/6/2022,57.159.267/5704-65,ME
5225,Manoel Ferraz Matos Ferreira,ES,15851-9372,23/2/2015,78.978.719/3825-21,ME
5226,Clara Breda Rodrigues Matos,PB,67745-2952,5/3/2016,91.425.577/0290-42,MEI
5227,Creuza Rodriguez Coutinho Santana,SC,23606-9268,14/3/2025,25.770.497/8065-72,EPP
5228,Gabriela Leme Cabral Oliveria,SP,81058-0129,16/11/2024,62.363.103/7513-07,EPP
5229,Davi Silva Fernandes Oliveria,RO,05949-5059,27/10/2024,80.406.871/4985-10,ME
5230,Elaine Rodrigues Cabral Silva,PR,26422-7783,4/6/2025,55.247.582/4341-84,ME
5231,Carlos Pinheiro Teixeira Rodrigues,MA,92869-2574,6/10/2024,54.546.309/4013-16,ME
5232,Gustavo Barbieri Barbieri Ferraz,RJ,10205-1043,13/8/2020,23.539.178/4219-06,Grande Porte
5233,Ariel Pinheiro Silva Brito,ES,02013-2168,3/1/2025,97.616.253/6365-84,ME
5234,Ayrton Leme Santana Rodriguez,AP,60399-5548,4/3/2023,45.275.228/2381-76,EPP
5235,Carmem Matos Paz Ferraz,MA,21760-9014,4/4/2018,41.962.223/2426-62,ME
5236,Carla Saboia Ferraz Fernandes,CE,25164-1519,20/7/2016,64.639.500/3271-61,ME
5237,Joaquim Munhoz Pinheiro Barbieri,RN,97221-5125,6/12/2016,75.233.631/9619-25,ME
5238,Rute Matos Cardoso Barbieri,ES,81584-0496,4/7/2021,88.623.195/8694-22,ME
5239,Antonieta Cabral Fernandes Leme,MS,88555-7157,27/11/2025,67.490.313/8310-37,ME
5240,Thomas Paz Saboia Marques,SE,83199-6802,27/6/2025,32.654.785/4372-78,ME
5241,Cassandra Munhoz Leme Saboia,PA,47752-8960,22/10/2019,22.454.608/7016-76,MEI
5242,Vanessa Coutinho Lobato Ferraz,RR,73890-4841,9/1/2017,14.806.236/3982-13,EPP
5243,Marcos Ferraz Gonçalves Breda,PA,04909-3659,15/2/2022,02.135.384/9469-86,EPP
5244,Manoel Brito Fernandes Brito,MG,46886-7853,13/7/2016,31.480.957/9146-11,EPP
5245,Vanessa Lobato Mendonça Cabral,TO,24167-7995,8/2/2021,23.287.199/3582-37,ME
5246,Joana Leme Gonçalves Rodriguez,SC,14292-3550,10/2/2020,11.930.094/5369-03,ME
5247,Frederico Leme Pinheiro Leme,RO,96905-3663,13/3/2022,29.903.312/4887-56,MEI
5248,Henry Munhoz Boaz Breda,PE,31904-0767,25/12/2025,36.037.782/4490-47,MEI
5249,Antonieta Paz Teixeira Ferreira,DF,29664-9162,2/1/2025,39.088.653/2575-29,EPP
5250,Guilherme Rodriguez Ferraz Coutinho,SE,90639-2692,6/8/2023,30.700.545/2276-70,ME
5251,Luisa Munhoz Paz Matos,AP,94366-9931,9/9/2025,33.030.875/4277-13,ME
5252,Maria Brito Moares Fernandes,RR,32336-9506,25/8/2021,95.524.141/2681-42,EPP
5253,Vanessa Gonçalves Diones Ferraz,SC,47927-7680,26/10/2024,84.359.425/4472-92,MEI
5254,Bárbara Teixeira Cabral Lobato,MT,38992-9732,16/5/2015,60.507.768/8856-81,ME
5255,Pedro Rodrigues Marques Oliveria,PI,68209-6082,24/3/2020,22.651.383/2248-56,ME
5256,Jonas Leme Munhoz Oliveria,AL,79970-9493,23/4/2023,36.366.230/8203-79,EPP
5257,Joana Leme Ferreira Boaz,GO,49310-2492,6/10/2024,46.155.579/2734-47,EPP
5258,Nayara Rodrigues Saboia Leite,MT,86362-5272,4/6/2018,00.236.472/3458-40,EPP
5259,Zulmira Diones Fernandes Matos,MT,88934-4360,2/2/2019,16.921.289/9198-61,MEI
5260,Emily Brito Nascimento Ferraz,PR,13139-6560,14/11/2018,57.597.506/4662-75,ME
5261,Bruno Boaz Ferraz Silva,RS,42228-7025,1/6/2016,71.664.309/6119-28,Medio Porte
5262,Caetano Coutinho Rodriguez Brito,BA,48051-2361,12/3/2019,98.468.348/9500-63,EPP
5263,Carmem Munhoz Rodriguez Breda,RR,12183-2722,20/10/2018,91.618.716/8074-18,ME
5264,Micheal Pinheiro Brito Breda,AL,42811-2517,20/6/2025,52.510.161/7922-34,ME
5265,Thomas Diones Breda Marques,MS,93270-6472,9/8/2025,23.734.178/3179-34,Medio Porte
5266,Alexandre Fernandes Pinheiro Ferraz,RO,13417-2451,22/12/2017,42.434.184/4743-87,Grande Porte
5267,Sandra Marques Matos Ferraz,RO,44624-5581,11/8/2016,56.965.516/1301-15,Grande Porte
5268,Naira Mendonça Leite Boaz,AP,62260-1856,6/1/2023,57.219.190/3428-32,ME
5269,Sandra Ferraz Oliveria Oliveria,RJ,78461-3821,14/10/2018,60.120.795/8256-30,ME
5270,Diana Pinheiro Breda Gonçalves,SP,07356-3141,26/5/2023,30.570.421/0943-45,ME
5271,Manoel Ferreira Saboia Oliveria,RR,39058-1901,10/9/2021,41.892.690/0974-56,EPP
5272,Rita Ferraz Breda Lobato,SE,92455-7469,3/10/2017,22.740.732/4801-63,Medio Porte
5273,Lucas Brito Moares Ferraz,AL,15039-8429,21/1/2020,11.762.887/8875-90,ME
5274,Ariel Coutinho Ferreira Cabral,AC,49147-3175,15/10/2025,77.551.412/7658-94,ME
5275,Lara Gonçalves Diones Saboia,AM,30630-7178,25/1/2016,18.495.136/6125-43,ME
5276,Vinícius Oliveria Cabral Mendonça,TO,40245-9774,28/4/2023,75.427.137/4773-51,MEI
5277,Anna Ferraz Cabral Leite,PE,35495-4257,18/11/2019,30.735.919/7148-19,EPP
5278,Enzo Ferraz Saboia Rodriguez,RN,86632-5939,12/9/2016,35.548.884/0303-39,Medio Porte
5279,Enzo Coutinho Ferraz Ferreira,PB,88200-8175,13/12/2021,93.852.530/8007-49,ME
5280,Giovanni Mendonça Cabral Lobato,RO,31583-2003,6/7/2017,56.928.592/5014-07,EPP
5281,Jacques Breda Marques Paz,PA,79686-2121,24/3/2015,01.596.454/0736-49,MEI
5282,Giovanni Munhoz Ferreira Boaz,AL,19830-9506,3/4/2021,77.338.011/4518-88,ME
5283,Alexandre Ferraz Matos Barbieri,PR,56512-0624,6/4/2015,77.646.082/8863-40,ME
5284,Caio Cardoso Moares Coutinho,RO,81019-7621,2/3/2020,00.473.484/1903-56,EPP
5285,Jean Coutinho Cardoso Mendonça,SE,72466-8673,18/10/2019,97.563.068/3413-59,ME
5286,Laís Lobato Leme Leme,RJ,46798-5113,28/6/2019,39.722.420/4901-80,EPP
5287,Miguel Gonçalves Nascimento Rodriguez,AL,59383-8370,16/5/2017,03.177.010/2644-28,Medio Porte
5288,Eloísa Munhoz Ferraz Rodriguez,MS,66906-2710,24/3/2020,63.663.596/9865-73,EPP
5289,Isabela Moares Ferraz Teixeira,AM,66228-0509,7/7/2018,36.428.209/9558-10,MEI
5290,Frida Cardoso Santana Matos,AP,46144-4122,7/10/2020,10.283.574/9554-59,EPP
5291,Marcos Saboia Breda Santana,ES,06563-8782,18/1/2018,12.329.809/3841-64,Grande Porte
5292,Mateus Santana Oliveria Nascimento,TO,41351-3594,28/2/2024,46.413.949/9050-47,ME
5293,Andréia Leme Rodriguez Boaz,AL,49922-2905,19/7/2019,73.702.512/4357-02,ME
5294,Carmem Diones Paz Mendonça,RR,21912-4825,22/2/2015,30.053.919/2444-95,EPP
5295,André Teixeira Boaz Teixeira,RR,21380-4757,22/3/2021,57.296.019/7284-69,EPP
5296,Jacques Fernandes Santana Munhoz,RR,10640-6518,27/8/2025,78.157.551/8987-34,Grande Porte
5297,Lucas Lobato Ferraz Leite,SC,19942-3392,17/8/2023,94.291.516/5002-01,MEI
5298,Thereza Rodriguez Boaz Coutinho,SE,96991-8894,25/10/2022,71.241.551/3002-24,MEI
5299,Daniel Barbieri Leite Moares,MA,14544-4556,16/3/2018,48.699.120/8617-00,Medio Porte
5300,Willian Nascimento Ferraz Oliveria,PE,24762-8447,10/2/2021,72.712.077/4853-13,MEI
5301,Ana Fernandes Boaz Paz,TO,27321-8061,1/10/2023,74.833.926/0437-00,ME
5302,Sandra Ferraz Moares Breda,TO,41664-4266,7/9/2020,60.680.696/1304-65,MEI
5303,Elaine Coutinho Breda Santana,AP,41879-8553,17/8/2017,15.271.131/4299-35,Medio Porte
5304,Bernardo Ferraz Munhoz Silva,SE,87998-2396,26/5/2024,31.512.721/9131-62,MEI
5305,André Boaz Matos Breda,RO,51447-7822,22/9/2019,13.626.372/2945-79,EPP
5306,Nara Breda Coutinho Paz,ES,19540-9900,25/7/2016,32.956.578/4860-15,ME
5307,Milton Moares Ferreira Mendonça,AM,79297-2739,5/7/2023,18.690.432/9720-63,ME
5308,Laís Rodriguez Munhoz Pinheiro,PE,63377-3507,20/11/2020,76.250.214/8777-15,ME
5309,Jason Lobato Oliveria Santana,GO,28650-6191,7/7/2015,70.581.403/1586-34,ME
5310,Naira Matos Cardoso Teixeira,PB,20569-3538,25/6/2020,53.699.750/3697-94,ME
5311,Daniel Teixeira Diones Silva,MS,30991-3537,19/6/2018,36.114.388/2690-45,MEI
5312,Carolina Nascimento Paz Silva,AC,03087-5851,23/5/2018,00.285.284/8729-06,ME
5313,Bernardo Oliveria Gonçalves Matos,PE,09047-8138,3/5/2016,47.454.232/8328-30,Grande Porte
5314,Josué Breda Oliveria Mendonça,PB,19946-5308,15/4/2020,16.422.334/2627-91,EPP
5315,Esther Marques Saboia Oliveria,TO,91628-8109,24/1/2017,70.676.012/0527-95,Grande Porte
5316,Christina Coutinho Teixeira Lobato,SP,24911-5890,15/8/2019,96.654.681/3588-08,ME
5317,Roberto Brito Breda Santana,PB,17706-7488,10/4/2024,31.797.696/7686-23,ME
5318,Isabela Cabral Leite Leite,SC,24669-1645,15/3/2024,50.770.586/0208-16,ME
5319,Breno Saboia Silva Matos,MA,88470-4132,20/5/2017,59.259.694/1013-11,ME
5320,Frida Matos Ferraz Marques,MG,21682-8573,6/7/2021,42.302.721/3213-84,EPP
5321,Naira Rodriguez Paz Paz,ES,74427-4698,26/12/2022,97.809.208/6763-33,Grande Porte
5322,Anita Pinheiro Nascimento Munhoz,SC,16845-7484,18/6/2021,65.658.633/1758-05,ME
5323,Ana Brito Rodrigues Ferraz,PA,73059-7807,4/9/2018,91.569.239/9413-76,MEI
5324,Caio Rodriguez Cabral Mendonça,AP,51519-5861,12/3/2017,12.457.638/3365-64,EPP
5325,Marlon Coutinho Santana Fernandes,MT,17383-4220,12/8/2015,23.488.575/9962-50,Grande Porte
5326,Thereza Breda Paz Diones,AL,91186-3632,26/9/2017,42.483.119/3768-23,ME
5327,Carolina Cardoso Leme Mendonça,PA,65619-3056,8/5/2025,59.269.896/3896-87,ME
5328,Elaine Diones Ferraz Ferreira,GO,18144-9468,19/10/2015,31.152.361/5178-25,ME
5329,Fátima Cabral Teixeira Breda,MA,46289-4562,9/4/2022,09.280.973/2385-43,EPP
5330,Suzana Cardoso Ferreira Marques,PR,94337-4181,1/8/2022,37.516.624/0650-67,MEI
5331,Juan Lobato Diones Cardoso,DF,08155-7315,9/12/2017,06.777.398/4734-56,MEI
5332,Wanda Mendonça Ferraz Rodrigues,PB,46191-0203,8/6/2021,96.697.076/9640-72,Medio Porte
5333,Enzo Brito Breda Boaz,PI,16947-3024,25/6/2018,78.947.400/2112-11,MEI
5334,Caetano Lobato Teixeira Rodriguez,RJ,88078-3982,6/3/2018,21.716.687/8691-84,ME
5335,Ayrton Oliveria Paz Diones,MA,03321-3127,1/2/2017,09.513.900/0459-72,ME
5336,Raquel Boaz Breda Paz,SP,76968-5054,19/8/2023,12.178.166/2352-88,EPP
5337,Pedro Breda Marques Diones,AC,90352-4926,6/1/2015,04.524.218/7225-33,MEI
5338,Frederico Santana Coutinho Rodriguez,RS,69234-7403,22/3/2019,54.938.323/2396-33,MEI
5339,Carmem Rodriguez Breda Breda,PA,84466-8206,1/7/2020,18.285.935/8406-15,MEI
5340,Louise Santana Mendonça Breda,AP,40192-0650,28/6/2023,40.989.320/2985-12,EPP
5341,Jean Saboia Barbieri Pinheiro,AC,61561-8927,16/7/2022,73.337.373/5586-11,MEI
5342,Emily Ferraz Ferraz Santana,MS,78074-7835,25/5/2015,99.589.432/5401-13,Medio Porte
5343,Manoel Breda Cardoso Ferreira,PB,56246-5510,12/3/2015,72.577.426/1457-15,EPP
5344,Gabriel Munhoz Saboia Rodriguez,PI,33070-8533,4/3/2016,10.945.329/7564-34,MEI
5345,Alexandre Santana Breda Ferraz,PA,72043-5249,16/8/2018,64.152.964/3239-24,ME
5346,Emily Coutinho Teixeira Marques,MT,65527-0555,17/6/2023,78.422.847/2105-89,EPP
5347,Sandra Paz Leite Santana,SC,36922-1338,8/8/2016,03.732.077/0705-63,ME
5348,Victor Cardoso Cabral Fernandes,AC,65567-8309,10/4/2017,69.824.654/3668-06,ME
5349,Miguel Rodriguez Santana Leme,DF,98306-5367,5/6/2022,63.457.197/0634-18,ME
5350,Joana Fernandes Coutinho Lobato,SC,82951-2375,12/3/2023,80.448.294/3699-01,MEI
5351,Dalva Moares Teixeira Santana,ES,84730-0755,9/3/2016,09.426.914/9465-26,MEI
5352,Antonieta Boaz Ferraz Nascimento,AP,91423-9936,26/1/2019,04.447.307/7063-47,EPP
5353,Isaac Silva Santana Gonçalves,SP,66631-9571,28/8/2017,30.387.229/6503-91,EPP
5354,Raquel Rodriguez Cardoso Ferreira,MG,18566-2084,9/1/2023,78.199.851/7432-75,ME
5355,Josué Paz Saboia Gonçalves,GO,82945-7667,25/6/2020,58.505.030/5278-77,ME
5356,Jonas Rodrigues Rodrigues Boaz,BA,88313-1165,6/8/2015,30.623.902/8183-82,ME
5357,Cláudio Mendonça Cabral Barbieri,MT,28890-3235,4/12/2022,83.056.949/7845-44,MEI
5358,Gabriela Boaz Teixeira Rodrigues,CE,96411-7978,4/3/2024,02.743.827/2951-11,EPP
5359,Suely Pinheiro Gonçalves Leite,PR,19894-6495,3/12/2024,29.867.638/6171-80,EPP
5360,Andréia Rodriguez Cabral Diones,TO,60946-3736,6/11/2016,84.451.555/7664-34,EPP
5361,Lorena Breda Gonçalves Barbieri,AL,76788-2578,26/10/2018,54.443.145/6230-03,ME
5362,Giovanni Oliveria Ferraz Matos,ES,30863-6822,2/8/2024,19.982.870/4199-27,ME
5363,Eloísa Boaz Cardoso Leite,PR,63328-2465,21/3/2022,77.800.648/5023-65,Medio Porte
5364,Ben Munhoz Santana Matos,SE,77369-2610,24/11/2020,61.527.241/4783-00,Grande Porte
5365,Louise Mendonça Marques Leite,AL,29323-6115,8/11/2015,47.785.997/2341-70,EPP
5366,Dorotéia Mendonça Cabral Lobato,GO,65172-0931,16/1/2015,87.718.406/4576-94,ME
5367,Martha Boaz Paz Lobato,DF,84640-7779,9/2/2022,54.906.321/3260-17,ME
5368,Danilo Rodriguez Oliveria Lobato,AL,19440-8620,16/1/2015,69.322.464/9961-67,MEI
5369,Mafalda Munhoz Ferraz Munhoz,RS,31897-5931,7/7/2018,40.227.929/3582-37,MEI
5370,Gabriel Marques Barbieri Paz,MS,89106-4056,23/5/2020,85.937.678/9942-58,EPP
5371,Jacques Rodriguez Gonçalves Lobato,MS,86313-3277,11/9/2020,08.807.633/5282-49,EPP
5372,Bárbara Brito Cabral Munhoz,GO,40371-2175,20/7/2025,75.819.190/2144-74,EPP
5373,Abraão Munhoz Ferraz Saboia,SE,20195-5028,12/11/2024,02.864.039/5541-93,ME
5374,Luisa Leme Rodriguez Brito,AC,08846-7203,15/6/2016,48.394.862/2208-26,EPP
5375,Chico Ferraz Paz Silva,SC,71168-4438,14/8/2021,30.554.626/3475-13,MEI
5376,Beatriz Marques Ferraz Rodrigues,PI,46406-8312,6/2/2021,92.028.580/3392-23,ME
5377,Daniel Mendonça Pinheiro Ferraz,PB,44676-1137,9/11/2016,15.830.238/9314-32,ME
5378,Enzo Matos Teixeira Leme,ES,00060-0492,3/9/2021,21.295.480/8031-21,ME
5379,Antônio Fernandes Coutinho Teixeira,GO,50914-7817,26/11/2017,26.780.723/4841-68,Medio Porte
5380,Carla Fernandes Gonçalves Barbieri,MT,72029-8259,15/9/2024,91.154.169/0856-59,EPP
5381,Adriel Munhoz Moares Oliveria,BA,85421-5446,3/12/2019,45.739.854/0102-79,Grande Porte
5382,Solange Leite Saboia Fernandes,GO,55870-0943,3/2/2025,74.489.725/9235-36,ME
5383,Frederico Teixeira Pinheiro Santana,CE,76972-1980,8/6/2021,61.293.436/9433-72,EPP
5384,Guilherme Saboia Munhoz Rodriguez,RN,07491-1454,7/9/2016,42.473.724/1564-29,ME
5385,Jorge Lobato Diones Marques,RN,82141-6824,12/9/2017,74.372.937/1641-13,ME
5386,Gabriel Boaz Breda Teixeira,SC,85986-5346,4/9/2022,40.420.789/8368-22,ME
5387,Diana Ferraz Marques Ferreira,ES,48146-8320,21/12/2020,67.829.565/7645-37,Medio Porte
5388,Helena Marques Paz Moares,PB,44834-6522,7/2/2020,39.150.753/7051-57,EPP
5389,Jonathan Teixeira Breda Breda,GO,25555-9977,2/12/2025,20.815.294/6649-79,MEI
5390,Carla Ferraz Diones Diones,PE,06197-4520,22/8/2025,76.094.348/8568-68,Medio Porte
5391,Rosana Diones Breda Ferraz,MS,82994-9441,7/12/2017,84.095.373/7662-93,MEI
5392,Andréia Lobato Brito Mendonça,SC,78993-1287,23/1/2016,69.806.118/6914-88,MEI
5393,Esther Rodriguez Moares Cardoso,PR,05604-1639,28/11/2023,66.070.675/9649-38,MEI
5394,Felipe Brito Silva Barbieri,MS,03255-8129,23/7/2018,41.520.392/7053-80,MEI
5395,Jason Saboia Boaz Nascimento,RS,91934-2344,6/10/2024,16.768.040/9143-17,ME
5396,Isabel Rodriguez Matos Fernandes,PB,35846-7084,9/7/2024,84.218.992/1267-64,EPP
5397,Vanessa Teixeira Cabral Coutinho,MA,10197-6769,3/1/2017,06.072.203/7705-98,ME
5398,Marcos Breda Ferreira Rodrigues,DF,03412-2958,4/12/2023,41.747.328/3654-80,Medio Porte
5399,Antônio Oliveria Leme Pinheiro,RS,06175-5401,25/3/2017,25.394.406/5130-55,Grande Porte
5400,Jonas Lobato Ferreira Leite,BA,66999-4886,12/8/2025,34.838.808/8479-95,EPP
5401,Carolina Silva Fernandes Matos,MS,12970-9804,3/2/2022,33.356.822/8014-49,ME
5402,Joaquim Paz Breda Diones,PI,19232-8640,5/11/2018,58.973.140/3364-39,MEI
5403,Jonathan Nascimento Oliveria Santana,SE,06914-0941,7/11/2017,72.119.384/3507-06,ME
5404,Isabela Brito Matos Diones,MS,73112-6246,27/1/2023,95.620.311/9477-84,EPP
5405,Laís Teixeira Teixeira Diones,ES,60918-3595,23/10/2021,81.290.394/4249-14,ME
5406,Rodolfo Leite Brito Saboia,MA,21489-6205,9/4/2025,86.131.464/1607-80,Grande Porte
5407,Maria Pinheiro Boaz Lobato,MA,00266-8585,9/3/2016,63.484.361/2462-44,MEI
5408,Marcos Ferreira Munhoz Pinheiro,AP,62354-5911,28/2/2016,31.752.676/6587-72,EPP
5409,Frida Santana Pinheiro Diones,AL,57554-4656,4/4/2022,88.204.857/2595-16,EPP
5410,Milton Cabral Lobato Diones,MS,55724-4734,1/12/2024,79.857.662/2100-45,MEI
5411,Andréia Silva Rodriguez Coutinho,AP,36086-8030,24/9/2021,24.319.644/3898-50,MEI
5412,Giuseppe Nascimento Gonçalves Ferreira,MG,87531-6266,3/5/2025,36.491.935/2190-80,MEI
5413,Vinícius Brito Brito Oliveria,PB,93324-4111,15/3/2025,29.983.989/0049-10,ME
5414,Jean Pinheiro Ferreira Marques,CE,54608-5269,19/9/2018,23.892.979/4476-34,ME
5415,Jorge Silva Silva Pinheiro,RO,16919-6043,14/6/2018,41.937.983/8500-71,ME
5416,Thomas Saboia Fernandes Breda,PA,41699-3323,27/4/2018,75.528.253/5499-64,MEI
5417,Helena Saboia Breda Fernandes,AP,96656-5583,15/12/2025,30.825.433/0763-74,ME
5418,Andréia Ferraz Ferraz Rodrigues,PE,19040-3110,5/3/2020,18.270.621/5341-35,MEI
5419,Jorge Mendonça Santana Coutinho,RS,48730-0183,18/12/2016,98.766.872/9256-94,Grande Porte
5420,Carla Santana Ferreira Rodriguez,GO,71727-1113,9/4/2019,42.628.652/1062-01,ME
5421,Marlon Santana Ferraz Ferraz,PE,61662-1426,24/12/2019,68.579.175/9142-38,MEI
5422,Martha Teixeira Marques Nascimento,DF,95430-8584,18/5/2018,26.494.505/2484-14,MEI
5423,Caio Rodriguez Ferraz Saboia,BA,37655-5957,3/1/2017,09.351.833/7340-75,ME
5424,Dalva Breda Breda Breda,PA,70579-1717,9/12/2021,99.862.772/9605-16,MEI
5425,Frida Matos Diones Saboia,PI,66098-6905,6/8/2015,59.277.953/8785-99,ME
5426,Giuseppe Munhoz Matos Oliveria,RO,61651-1978,11/3/2017,92.137.180/9421-17,MEI
5427,Fátima Mendonça Rodrigues Rodrigues,RR,00494-4933,27/5/2020,88.327.044/5455-04,MEI
5428,Ana Munhoz Pinheiro Coutinho,RN,73639-1985,18/6/2021,82.660.121/4629-62,EPP
5429,Vanessa Gonçalves Oliveria Gonçalves,SC,30129-4663,20/5/2025,09.844.379/6472-65,ME
5430,Vitor Ferraz Coutinho Diones,RS,94774-8745,2/5/2024,45.834.918/1946-56,MEI
5431,João Lobato Leite Cabral,SE,09298-6498,26/10/2018,04.333.261/4287-39,Grande Porte
5432,Bernardo Nascimento Barbieri Cabral,TO,86916-8722,13/5/2019,21.825.080/5438-47,ME
5433,Chico Moares Boaz Oliveria,SC,56231-1524,16/1/2019,10.730.363/8697-81,ME
5434,Isabel Saboia Barbieri Ferraz,PA,94009-3084,15/10/2023,37.967.353/2424-57,Grande Porte
5435,Dorotéia Leite Ferraz Rodrigues,MA,86359-0280,19/8/2017,33.012.202/7996-97,EPP
5436,Jacques Saboia Leme Nascimento,PB,20254-4221,8/2/2022,45.251.179/9445-23,ME
5437,Vitor Leme Cabral Cabral,AM,40887-6104,15/11/2025,78.291.639/0284-13,MEI
5438,Laura Matos Ferraz Nascimento,RS,93073-0721,2/5/2016,41.428.991/3102-90,EPP
5439,Regina Paz Brito Gonçalves,PA,46993-2181,16/11/2019,46.758.504/8239-46,ME
5440,Eduardo Santana Barbieri Mendonça,AP,22403-0863,8/10/2021,81.532.077/0660-16,ME
5441,Marcos Paz Mendonça Moares,PR,51484-1904,23/10/2021,88.905.281/5879-24,ME
5442,Mateus Rodriguez Pinheiro Silva,DF,88951-2140,10/6/2021,64.626.498/8982-86,MEI
5443,Jorge Brito Pinheiro Cabral,MT,57744-4463,14/1/2024,62.646.550/8568-34,ME
5444,Cássia Teixeira Cabral Rodrigues,SE,08233-4643,4/11/2019,08.302.392/1555-09,EPP
5445,Chico Munhoz Fernandes Munhoz,MG,19343-3037,12/3/2024,50.623.667/2130-73,ME
5446,Giuseppe Rodriguez Pinheiro Diones,AP,53438-7160,1/9/2017,39.319.726/4142-24,MEI
5447,Solange Ferreira Oliveria Gonçalves,RS,96435-7401,12/9/2019,82.827.502/0720-84,ME
5448,Marlene Boaz Gonçalves Moares,GO,60381-3069,2/12/2017,51.720.009/7498-47,ME
5449,Bárbara Paz Cabral Mendonça,RS,20322-0523,25/10/2024,98.949.156/3148-54,ME
5450,Lorena Nascimento Lobato Gonçalves,CE,26420-1180,11/9/2015,57.771.880/0190-48,ME
5451,Rosana Teixeira Leme Marques,MS,00954-7383,4/11/2016,60.712.534/9354-78,ME
5452,Beatriz Teixeira Boaz Silva,RS,28046-0256,13/2/2018,75.801.073/8740-59,MEI
5453,Ana Silva Diones Lobato,GO,31716-2014,2/7/2022,42.869.872/3085-80,ME
5454,Jacques Lobato Diones Cardoso,RO,52433-0229,16/4/2021,80.082.414/3636-37,Medio Porte
5455,Palmira Diones Munhoz Matos,CE,25272-5340,27/6/2015,52.990.312/2568-31,MEI
5456,Ayrton Brito Gonçalves Munhoz,CE,67936-4326,15/2/2019,18.236.523/6859-88,ME
5457,Cássia Saboia Boaz Matos,RN,00824-5199,17/8/2024,10.439.941/6032-70,ME
5458,Marcos Lobato Cardoso Saboia,PA,72657-5419,22/8/2023,39.786.314/4279-71,EPP
5459,Jason Marques Coutinho Cabral,MT,51657-6262,4/1/2021,97.090.323/0035-27,Grande Porte
5460,Thiago Saboia Barbieri Marques,MS,95340-3030,16/2/2023,02.691.706/1311-56,EPP
5461,Carlos Munhoz Boaz Cardoso,RS,51499-9695,17/11/2020,33.958.438/0979-58,ME
5462,Daniel Coutinho Matos Santana,CE,70582-0907,17/5/2018,31.943.884/8787-40,EPP
5463,Regina Oliveria Ferraz Lobato,SE,83779-7134,5/12/2023,58.920.034/2589-49,EPP
5464,Bernardo Rodrigues Teixeira Coutinho,TO,63539-2492,3/11/2023,46.567.654/1741-82,ME
5465,Laura Diones Oliveria Boaz,PB,82274-2172,9/12/2022,88.116.159/4061-22,ME
5466,Lucas Lobato Pinheiro Ferraz,PR,82531-7290,12/11/2017,32.778.993/1087-09,EPP
5467,Solange Nascimento Matos Cardoso,AL,92580-2598,27/4/2020,04.071.939/0239-97,ME
5468,Bruno Barbieri Gonçalves Cardoso,DF,19312-8306,20/8/2020,68.138.553/2337-97,Grande Porte
5469,Nara Gonçalves Fernandes Marques,AC,32539-4681,3/7/2023,26.369.087/1767-92,EPP
5470,Davi Rodrigues Rodrigues Nascimento,RJ,36386-9632,1/6/2020,32.424.990/3529-01,MEI
5471,Arthur Teixeira Marques Santana,AP,98202-5504,20/2/2019,58.735.688/1368-98,ME
5472,Anita Ferreira Teixeira Coutinho,RR,84018-4409,4/10/2018,73.112.959/3043-73,MEI
5473,Martha Coutinho Rodrigues Lobato,TO,17341-5689,20/7/2021,83.293.467/6741-37,ME
5474,Caetano Moares Cabral Ferreira,MG,10713-6767,5/1/2022,44.188.139/3994-21,EPP
5475,Carol Marques Moares Diones,RR,91968-6615,15/1/2022,00.319.942/2369-79,ME
5476,Roberto Ferreira Cabral Lobato,BA,71625-4419,4/3/2024,33.011.663/3589-55,ME
5477,Luisa Saboia Coutinho Matos,MA,12704-2753,5/7/2015,56.128.392/3618-82,EPP
5478,Emanuel Coutinho Oliveria Nascimento,PE,22480-0735,28/10/2017,70.024.615/7225-65,ME
5479,Ariel Marques Oliveria Silva,SE,09161-5979,9/11/2022,14.029.368/4589-13,ME
5480,Sandra Rodriguez Silva Lobato,ES,39794-7969,25/2/2020,83.937.311/2370-04,EPP
5481,Rita Ferraz Leme Nascimento,MS,11311-7059,18/10/2022,91.398.598/8999-37,ME
5482,Luiza Oliveria Santana Diones,MS,08947-4070,16/3/2016,59.752.170/7854-15,ME
5483,Victor Fernandes Ferreira Matos,PA,26468-7658,25/9/2016,02.324.163/0069-01,EPP
5484,Daniel Marques Santana Boaz,TO,88729-2048,5/1/2015,41.803.483/1998-14,ME
